箱No.,大袋No.,小袋No.,地区,X,Y,大分類,小分類,部位,左右,遺構,層位,報告書用層名,区分（以前〜人骨期〜以降）,取り上げNo.,重量(g),備考,部分,PML,PMH,計測日,備考2
魚-3,34,792,Ｂ,421,,硬骨魚綱,マダイ,前頭骨,中,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,マダイ,椎骨,中,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,第一腹椎,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,未同定,椎骨,中,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,棘条部,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,担鰭骨,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,担鰭骨,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,不明,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,,,,,
魚-3,34,792,Ｂ,421,,硬骨魚綱,不明,不明,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,520,,,,,,
魚-3,35,793,Ｂ,422,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,排水溝,層位不明,層位不明,,55.04,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,21.1,2022/8/27,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,角骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,角骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,主上顎骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,口蓋骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,タイ科,前上顎骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,タイ科,角骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,角骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,角骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,角骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,口蓋骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,23.0 ,,2022/8/27,
魚-3,35,794,Ｂ,422,,硬骨魚綱,クロダイ属,前上顎骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,2022/8/27,
魚-3,35,794,Ｂ,422,,硬骨魚綱,コイ科,主鰓蓋骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,コイ科,下鰓蓋骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,コイ科,舌顎骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,スズキ属,上擬鎖骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,タイ科,前上顎骨,左,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,コイ科,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,腹椎,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,サケ属,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,尾椎,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,未同定,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,未同定,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
魚-3,35,794,Ｂ,422,,硬骨魚綱,未同定,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,11.89,,,,,,
