箱No.,大袋No.,小袋No.,地区,X,Y,大分類,小分類,部位,左右,遺構,層位,報告書用層名,区分（以前〜人骨期〜以降）,取り上げNo.,重量(g),備考,部分,PML,PMH,計測日,備考2
魚-4,44,944,Ｃ,141,,,,,,,貝39,貝39層,人骨期,,3.65,,,,,,
魚-4,44,945,Ｃ,141,,硬骨魚綱,不明,基後頭骨,中,,貝,貝39～38層,人骨期以前～人骨期,,85.53,,,,,,
魚-4,44,945,Ｃ,141,,,,,,,貝,貝39～38層,人骨期以前～人骨期,,85.53,,,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,29.2 ,30.0 ,2022/9/3,完形（素晴らしい!）
魚-4,44,946,Ｃ,141,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,,,,イヌ咬痕
魚-4,44,946,Ｃ,141,,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,クロダイ属,歯骨,左,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,スズキ属,方骨,左,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,担鰭骨,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,担鰭骨,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,棘条部,,,,
魚-4,44,946,Ｃ,141,,硬骨魚綱,不明,鰭棘,-,,Ⅲｂ,Ⅲｂ層,人骨期以前,,48.66,,棘条部,,,,
魚-4,44,947,Ｃ,141・142,,,,,,,貝①,貝39、37層,人骨期,,556.72,,,,,,
魚-4,44,948,Ｃ,141・142,,,,,,,Ⅲｂ,Ⅲｂ層,人骨期以前,,59.67,,,,,,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,2022/9/3,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,クロダイ属,主鰓蓋骨,右,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,マダイ,主鰓蓋骨,右,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,29.6 ,,2022/9/3,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,マダイ,歯骨,左,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,,
魚-4,44,949,Ｃ,141～145,,硬骨魚綱,不明,不明,,,貝,貝39～38層,人骨期以前～人骨期,,95.78,,,,,,
魚-4,44,950,Ｃ,141～441,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝,貝39～38層,人骨期以前～人骨期,,8.6,,,,,,
魚-4,45,951,Ｃ,142,,,,,,,なし,層位不明,層位不明,,14.84,,,,,,
魚-4,45,952,Ｃ,142,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,2022/9/11,
魚-4,45,952,Ｃ,142,,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,,
魚-4,45,952,Ｃ,142,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,,
魚-4,45,952,Ｃ,142,,硬骨魚綱,不明,基後頭骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,,
魚-4,45,952,Ｃ,142,,硬骨魚綱,不明,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,,
魚-4,45,952,Ｃ,142,,硬骨魚綱,不明,不明,,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,176.96,,,,,,
魚-4,45,953,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝①,貝39、37層,人骨期,,66.88,,,,,,
魚-4,45,953,Ｃ,142,,硬骨魚綱,不明,不明,,,貝①,貝39、37層,人骨期,,66.88,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,クロダイ属,歯骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,前上顎骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,ハモ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,マダイ,歯骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,クロダイ属,歯骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,2022/9/11,
魚-4,45,954,Ｃ,142,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,2022/9/11,
魚-4,45,954,Ｃ,142,,硬骨魚綱,マダイ,方骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,スズキ属,副蝶形骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,不明,椎骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,マダイ,前頭骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,担鰭骨,,,,
魚-4,45,954,Ｃ,142,,硬骨魚綱,不明,不明,,,貝③,貝３下Ａ～Ｃ層,人骨期,,258.3,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,27.6 ,28.0 ,2022/9/11,
魚-4,45,955,Ｃ,142,,硬骨魚綱,クロダイ属,歯骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,主上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,スズキ属,歯骨,左,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,955,Ｃ,142,,硬骨魚綱,不明,不明,,,貝⑨,貝26～38層,人骨期以前,,48.04,,,,,,
魚-4,45,956,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝,貝39～38層,人骨期以前～人骨期,,16.36,,,,,,
魚-4,45,957,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｂ,Ⅲｂ層,人骨期以前,,255.59,,,,,,
魚-4,45,957,Ｃ,142,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,Ⅲｂ,Ⅲｂ層,人骨期以前,,255.59,,,,,,
魚-4,45,958,Ｃ,142～145,,,,,,,貝③下Ａ,貝３下Ａ層,人骨期,,28.66,,,,,,
魚-4,45,959,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,なし,層位不明,層位不明,,60.09,,棘条部,,,,
魚-4,45,959,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,なし,層位不明,層位不明,,60.09,,棘条部,,,,
魚-4,45,959,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,なし,層位不明,層位不明,,60.09,,棘条部,,,,
魚-4,45,960,Ｃ,143,,硬骨魚綱,スズキ属,歯骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,960,Ｃ,143,,軟骨魚綱,サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,262.3,,,,,,
魚-4,45,961,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝①,貝39、37層,人骨期,,119.15,,棘条部,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,38.2 ,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,27.5 ,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,コイ科,下鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,歯骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,歯骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,歯骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,30.2 ,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,26.2 ,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,27.5 ,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,2022/9/11,
魚-4,45,962,Ｃ,143,,硬骨魚綱,マダイ,主上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,タイ科,上後頭骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,マダイ/チダイ
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,椎骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,腹椎,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,棘条部,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,棘条部,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,棘条部,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,棘条部,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,担鰭骨,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,担鰭骨,,,,
魚-4,45,962,Ｃ,143,,硬骨魚綱,不明,不明,,,貝③,貝３下Ａ～Ｃ層,人骨期,,308.56,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,24.0 ,,2022/9/11,
魚-4,45,963,Ｃ,143,,硬骨魚綱,クロダイ属,歯骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,クロダイ属,歯骨,左,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,,
魚-4,45,963,Ｃ,143,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝⑨,貝26～38層,人骨期以前,,43.16,,,,,2022/9/11,
魚-4,45,964,Ｃ,143,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝,貝39～38層,人骨期以前～人骨期,,80.64,,,,,,
魚-4,45,964,Ｃ,143,,軟骨魚綱,エイ・サメ類,椎骨,中,,貝,貝39～38層,人骨期以前～人骨期,,80.64,,,,,,
魚-4,45,964,Ｃ,143,,硬骨魚綱,マダイ,前頭骨,中,,貝,貝39～38層,人骨期以前～人骨期,,80.64,,,,,,
魚-4,45,964,Ｃ,143,,硬骨魚綱,マダイ,前頭骨,中,,貝,貝39～38層,人骨期以前～人骨期,,80.64,,,,,,
魚-4,45,965,Ｃ,143,,,,,,34号人骨,貝,34号人骨（貝37層）,人骨期,,5.13,,,,,,
魚-4,45,966,Ｃ,143,,,,,,36号人骨,なし,36号人骨（貝37層）,人骨期,,17.55,,,,,,
魚-4,45,967,Ｃ,144,,,,,,,なし,層位不明,層位不明,,8.02,,,,,,
魚-4,45,968,Ｃ,144,,硬骨魚綱,スズキ属,前上顎骨,右,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,968,Ｃ,144,,硬骨魚綱,サケ属,椎骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,尾椎,,,,
魚-4,45,968,Ｃ,144,,硬骨魚綱,スズキ属,基後頭骨,中,,Ⅲ,Ⅱｂ～Ⅲａ層,人骨期以降,,198.06,,,,,,
魚-4,45,969,Ｃ,144,,,,,,,貝①,貝39、37層,人骨期,,85.03,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,フグ科,前上顎骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,フナ属,主鰓蓋骨,右,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,軟骨魚綱,サメ類,遊離歯,不明,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,クロダイ属,方骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,2022/9/11,
魚-4,45,970,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,32.0 ,31.6 ,2022/9/11,
魚-4,45,970,Ｃ,144,,軟骨魚綱,サメ類,椎骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,副蝶形骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,スズキ属,椎骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,マグロ属,椎骨,中,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,尾椎,,,,
魚-4,45,970,Ｃ,144,,硬骨魚綱,不明,鰭棘,-,,貝③,貝３下Ａ～Ｃ層,人骨期,,375.62,,棘条部,,,,
魚-4,45,971,Ｃ,144,,,,,,,貝⑦,貝３上～７層,人骨期,,178.35,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,25.7 ,,2022/9/11,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,21.0 ,,2022/9/11,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,2022/9/11,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,2022/9/11,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,主上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,クロダイ属,歯骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,コイ科,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,歯骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主上顎骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
魚-4,45,972,Ｃ,144,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑨,貝26～38層,人骨期以前,,308.24,,,,,,
